prediction,actual,error,mse
5.0978260869565215,5.0,(0.09782608695652151, 0.009569943289224907)
2.5994470160655445,1.0,(1.5994470160655445, 2.5582307572009744)
5.1916214073426765,5.0,(0.19162140734267652, 0.03671876375198796)
4.669664959927427,5.0,(0.33033504007257264, 0.10912123869974817)
5.0,3.0,(2.0, 4.0)
5.226790078508489,3.0,(2.226790078508489, 4.958594053743842)
4.4077358973958525,5.0,(0.5922641026041475, 0.3507767672334962)
2.4980522109297656,5.0,(2.5019477890702344, 6.259742739233434)
3.864326295190817,5.0,(1.1356737048091832, 1.2897547637950157)
3.8421052631578947,4.0,(0.1578947368421053, 0.02493074792243769)
3.5828820372014416,3.0,(0.5828820372014416, 0.33975146929210276)
2.6297126585467527,5.0,(2.3702873414532473, 5.618262081053503)
3.693091027667511,5.0,(1.3069089723324891, 1.708011061963163)
1.1904761904761907,5.0,(3.8095238095238093, 14.512471655328797)
3.0683506768030573,5.0,(1.9316493231969427, 3.731269107807207)
4.248911356112245,4.0,(0.24891135611224513, 0.06195686320163691)
2.9555977868881973,4.0,(1.0444022131118027, 1.0907759827528314)
4.19858076398315,4.0,(0.19858076398315028, 0.03943431982413163)
4.289913498868717,3.0,(1.2899134988687173, 1.6638768345637365)
4.318937230745675,3.0,(1.318937230745675, 1.7395954186470701)
3.254025551571847,3.0,(0.2540255515718468, 0.06452898085138101)
4.833333333333334,3.0,(1.833333333333334, 3.3611111111111134)
4.088267655450107,5.0,(0.9117323445498933, 0.8312558680984453)
4.22971961548423,4.0,(0.22971961548423003, 0.0527711017382225)
4.495323050689693,5.0,(0.5046769493103067, 0.2546988231651579)
4.0,5.0,(1.0, 1.0)
4.260912365780599,4.0,(0.26091236578059895, 0.06807526261722906)
3.8726467331118495,5.0,(1.1273532668881505, 1.2709253883633855)
4.116541353383459,5.0,(0.8834586466165408, 0.78049918028153)
4.1135835128546105,5.0,(0.8864164871453895, 0.7857341886831724)
4.056869263906979,5.0,(0.9431307360930212, 0.889495585363364)
2.911632453567937,3.0,(0.08836754643206302, 0.007808823262422813)
4.160910995985442,4.0,(0.160910995985442, 0.025892348629026934)
3.2010370520832963,5.0,(1.7989629479167037, 3.236267687977157)
4.605112662300892,5.0,(0.39488733769910844, 0.1559360094750897)
1.9882751481163696,3.0,(1.0117248518836304, 1.0235871759189539)
5.22130051954533,4.0,(1.2213005195453297, 1.4915749590416922)
2.9945391334959384,1.0,(1.9945391334959384, 3.9781863550467285)
4.232071639520583,1.0,(3.2320716395205826, 10.446287082993267)
2.862639476222498,5.0,(2.137360523777502, 4.568310008602437)
4.475292882808713,5.0,(0.5247071171912872, 0.27531755883119113)
4.130059608523222,4.0,(0.13005960852322218, 0.016915501769213807)
4.772592337248123,5.0,(0.22740766275187685, 0.05171424507827136)
3.203804292884282,5.0,(1.796195707115718, 3.2263190182609343)
